actorid,movieid,role
4846,386966,Tom Fitzpatrick
4846,395133,Cotton Buckmeister
4846,395367,Tom Bannon
4846,397866,Sheriff Elroy S. Lobo (1979-1
4846,398347,Sonny Pruett (1974-76)
4846,399013,Lt. Stoney Huff
4846,403317,Walter Kendall
4847,381821,Ensemble (1979-1981)
4848,253499,Jesse
4849,296778,Soldier
4850,27321,Bully
4850,164364,Big Joe
4851,109245,Conductor
4851,133929,Hap
4851,303501,Waiter
4852,381821,Ensemble (1984)
4853,335123,Tom Sawyer
4854,185219,Himself
4855,372420,Young American
4856,153209,Macho
4856,194874,Hans
4856,259172,
4856,330869,Tech's goon 1
4857,70899,
4858,125458,
4859,136746,
4860,111235,Saburo Kimura
4861,127651,
4861,149236,
4861,177824,
4861,198949,
4862,219831,Nelson's Henchman
4863,43030,
4864,298749,Husband
4865,74122,Yuri
4866,39193,Richie
4866,370362,Tono's guard
4867,75896,Speaker Omaha
4868,101483,
4869,411549,Himself
4870,180622,
4870,180625,
4870,180627,
4871,2178,Gas Pump Attendant
4871,17878,
4871,308884,
4872,99470,Leon
4872,171042,
4873,374200,
4874,128365,Ryoji Saito
4874,206757,
4874,293635,
4874,293642,
4874,328020,
4874,373169,Boy (aka Tsukio)
4875,299740,Hayakawa
4876,327797,Call Man
4877,175793,Wakimoto
4878,328020,
4879,172424,
4880,43066,Misao
4881,170903,
4882,117,Himself
4882,118,Himself
4882,137686,Himself
4882,137687,Himself
4882,160300,Himself
4883,284940,Barman
4884,240337,Little Osman
4885,2094,Capt. America
4885,12559,
4885,21988,
4885,25730,
4885,57592,
4885,57860,
4885,96476,
4885,160208,
4885,202455,
4885,308319,
4885,309075,Mohammed
4885,334989,
4885,371959,
4886,113352,Fighter
4887,241627,Willem
4887,301959,Willem van Leyden
4888,28993,Sergeant
4888,79163,
4889,93986,Drunk boy in car
4890,113797,Himself - Guitarist
4891,303158,Baby
4892,4185,Vihari
4892,4476,Vikranth
4892,4491,Chandra Sekhar Azad
4892,8410,Yavakri
4892,9330,Chandu
4892,16573,Raja
4892,17645,Annamayya
4892,18115,Raghav
4892,39033,Vishal
4892,73329,
4892,93868,Raghav/Shekhar (Hitman)
4892,97709,Surya Murthy/Satya Murthy
4892,127021,
4892,128986,Gangster with Leukemia
4892,132349,
4892,133781,
4892,142545,
4892,176154,Insp. Raja Mirza
4892,176773,Hero
4892,193183,Maj. Padmaphani Acharya
4892,201299,
4892,204392,
4892,220826,Ajay
4892,229816,
4892,233029,
4892,233181,Vamsi Krishna
4892,272904,Sasi
4892,287093,
4892,287917,Karthik
4892,299365,Shiva
4892,299381,
4892,303158,
4892,350586,Hero
4892,353375,Vikram (Vicky)
4892,373709,Ajay's father
4893,4055,
4893,4234,
4893,4440,
4893,4453,Anand
4893,4454,
4893,4455,
4893,4456,
4893,4457,Suryam
4893,6695,
4893,11760,Allauddin
4893,13172,
4893,13200,Jakkana
4893,13335,
4893,15873,Salim
4893,16154,Ramu
4893,18145,
4893,18458,
4893,19603,Gopi
4893,19938,
4893,27769,
4893,28287,
4893,29201,
4893,29206,
4893,29207,
4893,29211,
4893,30879,
4893,36091,Tukaram
4893,36101,Jayadevudu
4893,36122,
4893,36184,Anand
4893,36185,
4893,36190,
4893,36263,Narada
4893,45815,
4893,46099,Mohan
4893,48684,Madhavayya & Gopalam
4893,58429,Sekhar
4893,58574,Gora Kumbhar
4893,58576,
4893,58924,Chanakya
4893,59420,Venu
4893,60552,Lord Vishnu
4893,60553,Vishnu
4893,67108,
4893,76569,
4893,79192,
4893,84713,Devadas
4893,84715,
4893,85335,
4893,85354,
4893,85355,
4893,90575,Ramudu
4893,90580,
4893,92433,Dr. Chakravarthi
4893,97379,
4893,123563,
4893,131924,
4893,135892,Raja
4893,142733,
4893,155574,Madhusudhana Rao
4893,155576,Ajay Babu & Vijay
4893,156452,Venu
4893,164924,
4893,165993,Kasinatha Sastri
4893,171338,
4893,172872,Raghu
4893,173445,Ramu
4893,175103,
4893,179277,
4893,181607,
4893,184018,Qais
4893,200653,Kalidasa Mahakavi
4893,200655,Kshetrayya
4893,203855,
4893,203900,
4893,203903,
4893,204096,
4893,206258,
4893,206271,
4893,208576,Abhimanyu
4893,208581,
4893,208621,
4893,209240,Jagannatham
4893,209818,Ravindrababu
4893,215705,A.K. Raju
4893,218670,Gopi
4893,218671,
4893,221621,
4893,222527,Krishna
4893,227214,
4893,228755,
4893,228873,
4893,247125,
4893,247128,Vasanth
4893,247164,Balchandrudu
4893,248585,Chandrasenudu
4893,248802,Chandram
4893,249147,Satyam
4893,251124,
4893,252019,Bhaskar
4893,252027,Vasu
4893,260130,Madhu
4893,260153,Ranga Rao
4893,260182,Chandram
4893,262237,
4893,262376,Chinna
4893,262842,Kalyan
4893,262872,Raja
4893,262882,
4893,262897,Rajesh
4893,262972,
4893,267138,Gopi
4893,271015,
4893,271027,
4893,271537,
4893,271647,Prince Sudhakar
4893,271763,Lord Vishnu
4893,271903,
4893,271905,
4893,272705,
4893,273759,
4893,280579,Venu
4893,283391,
4893,284826,
4893,286791,Venu
4893,287805,Ramu
4893,288574,Satyavanthudu
4893,288779,
4893,292713,Rajasekharam
4893,293284,Sri Rama
4893,293299,Seetharamaiah
4893,297474,
4893,300277,
4893,300290,
4893,300321,
4893,303099,Prasad
4893,312463,
4893,312480,Arjuna
4893,318205,
4893,318647,
4893,320372,Hanumathdasu
4893,320391,Jayanth
4893,320392,
4893,320836,
4893,327792,Tenali Ramakrishna
4893,334641,
4893,349609,
4893,349674,
4893,351420,Chandram
4893,353336,
4893,354669,
4893,354966,Vipranarayana
4894,23058,Child
4895,23058,Child Oki
4896,23058,Young Pittaluk
4897,23058,Child
4898,126766,
4898,307553,Pakistanischer Koch
4899,274172,
4900,357177,Le collègue de Vincent
4901,229972,Tatu
4901,283681,
4902,135577,[Akkun])  Testament
4903,81116,Aslan
4904,156210,
4905,76909,
4905,226082,
4906,275024,
4907,348718,Groom
4908,279460,Stepper
4909,278963,Afinomus
4910,395723,
4911,78702,Lini
4912,191305,
4913,8910,
4913,163089,
4913,285569,
4913,305082,Blind Boy's Father
4914,31872,Skippy
4914,108322,The Dark Man
4914,190313,Rev. Sackett
4914,213653,Al Guarino
4914,279498,Earl McCoy
4914,321795,Narrator
4915,276532,Le petit Frank
4916,171987,
4916,173415,
4916,173417,
4916,182837,
4916,212285,
4916,237396,Nuri Kantar
4917,175658,
4917,191152,Himself
4917,238099,
4917,309364,
4918,176055,Yegor Lyamkin
4919,217402,
4920,238766,
4921,324704,
4922,260033,Himself
4923,148676,Wedding guest
4924,148676,Wedding guest
4925,2645,
4925,61415,Maraouin
4925,63954,Le fiancé d'Anselme
4925,71953,Norbert
4925,71959,Couffignac
4925,76157,Guillaume
4925,205640,Homme coming-out cimetière
4925,256360,
4925,261764,
4925,318515,
4925,340143,Le metteur en scène du film p
4925,345270,Un gardien
4925,348647,
4925,352933,
4925,377726,
4925,409456,Frankie Puntacavallo
4926,106474,
4927,78968,Abraham Wilson
4928,78968,Brother
4929,342084,
4930,78025,Player #2
4930,254512,Frank
4930,311173,Kid
4930,339351,Jesse Barnes
4930,374589,School Kid
4931,148535,Chief Robert
4932,192219,Buster Douglas
4933,132994,
4934,137882,King/Claudius
4936,60458,Karabala
4937,293907,
4938,349051,
4939,23057,Levon
4939,32503,
4939,43209,Conjurer
4939,108853,
4939,124839,
4939,198123,
4939,213673,
4939,229065,
4939,356907,Kukolnik
4939,357686,
4939,397302,
4940,349359,
4941,26507,Akop
4941,180738,
4941,238360,
4941,326978,
4942,211231,Melkonyan
4942,280566,
4943,107736,Himself
4944,172852,Andreas
4945,311802,
4945,345965,
4946,364081,
4947,261794,Accordeoniste
4948,129655,
4948,176140,
4948,258427,Mernov
4949,156210,
4949,390860,Musa
4950,9005,Giant
4951,6698,
4951,8159,
4951,12650,
4951,17406,
4951,23617,
4951,24831,
4951,27624,
4951,33840,
4951,38435,
4951,38621,
4951,39102,
4951,53022,Balaban
4951,78707,
4951,85139,
4951,89507,
4951,97814,
4951,98595,
4951,99552,
4951,109944,
4951,110400,
4951,114520,
4951,140707,
4951,142236,
4951,149558,
4951,160213,
4951,171974,
4951,173273,
4951,173777,
4951,173862,Balaban
4951,173869,Balaban
4951,174392,Süleyman
4951,174393,Süleyman
4951,175705,
4951,177879,
4951,178001,
4951,180588,
4951,180629,
4951,182092,
4951,212275,
4951,227239,
4951,228890,
4951,229060,
4951,240535,
4951,240536,
4951,278164,
4951,289287,
4951,293665,
4951,295494,
4951,295528,
4951,296385,
4951,325007,Azuk
4951,325010,
4951,336206,
4951,341873,
4951,348638,
4951,349704,
4951,378190,
4951,378194,
4951,378592,
4951,378601,
4951,378604,Apti
4952,5296,Abuzer Kadayif/Ersin Balkan
4952,22096,
4952,34505,
4952,53874,
4952,79501,
4952,136742,Galip
4952,136745,
4952,139863,
4952,139875,
4952,143178,Danyal
4952,182820,
4952,182837,
4952,208252,
4952,215091,
4952,229971,
4952,229976,
4952,238930,
4952,250778,
4952,254225,
4952,265833,Rahim
4952,283681,
4952,285965,
4952,303420,
4952,325350,
4952,350929,
4952,370372,
4952,391114,Hakki
4953,10981,
4954,339260,Pinky's Gang Member
4955,274306,
4955,310457,
4955,349257,Pilot
4955,370264,Volkov
4955,381438,
4955,394620,Tashkent
4956,319824,Voix borne
4957,184812,Buyer
4958,305020,Rod 5
4959,97222,Robert
4960,157342,
4960,163030,
4960,370192,
4960,370276,
4960,373784,
4961,83984,
4961,310499,Foreign Dignitary
4961,340799,Jihad cameraman
4962,165284,Red
4962,310499,Foreign Dignitary
4963,295556,Hunter
4964,158938,Le refourgueur de portables
4965,82524,Drug dealer (smuggler)
4966,15153,Tutorial MC
4966,395706,
4967,137882,Banda/Bernardo
4968,353855,Eddy
4969,216217,Electronic Shop Owner
4969,278335,
4970,181623,Aksan
4971,288290,
4971,379237,Ergun
4972,394803,Cihan
4973,125695,
4974,349352,Narrator
4974,356127,Narrator
4975,349051,
4976,179819,
4976,370169,
4977,84769,Kalika
4977,385931,Himself
4978,207937,Ganesh
4978,220826,
4979,36277,
4980,13491,Kravtsov
4981,177833,
4982,240335,
4982,400148,Ali
4983,22053,
4984,176955,
4985,284817,Himself
4986,22053,
4987,259430,
4988,378579,
4989,76135,
4990,2545,Jerry
4990,147985,Sailor in Music Hall scene
4990,170617,Maxie Schwartz
4990,178860,
4990,300103,Pianist
4991,100973,Lucas
4992,380739,Yildirim
4993,86615,Beatnik
4994,374462,
4995,225927,Himself
4996,88450,
4996,217274,
4997,179619,
4997,283834,
4997,320402,Capt. Meshchersky
4997,350980,
4997,373641,
4998,104616,Himself (Russian member of th
4999,164080,
5000,325011,
5001,373247,
5002,207461,3264
5003,146982,
5003,160188,Sedat
5004,211442,
5004,411677,
5005,137882,Osuru/Osric
5007,83333,
5007,225931,Pramnieks
5007,261306,
5007,344266,Archeologist
5007,400449,
5008,217274,
5009,394922,Riza
5010,32149,
5011,8800,
5011,21344,Kibe
5011,43064,Junpei Taneda
5011,49712,Mizuno Echizennokami
5011,89049,Hei
5011,101784,Kenzo Kubo
5011,123528,Mr. Okada
5011,221844,Capt. Kotaro Yoshioka
5011,230139,Ogata
5011,294396,
5011,323132,Narrator
5011,334779,Risuke
5011,334960,"Ryosaku Tateishi, Diplomat"
5011,336000,Kido Kouichi
5011,358424,
5011,371978,Osamu Harada
5012,391341,
5013,97085,Fakeeva
5013,190724,Det. Const. Pryor
5013,277671,Scroop
5013,280447,Henry
5013,368374,Priest
5013,391259,Ehlar Marangi
5013,403635,Henry
5013,410256,Sgt. Gummer
5014,287399,
5016,363818,
5017,394922,Düdük Selim
5018,377055,Le boucher
5019,302741,
5020,32313,Apo
5020,136911,Bacaksiz Amca/Bekçi
5020,240540,
5020,296419,
5020,371272,
5020,371882,Yusuf
5020,382135,
5021,182098,
5022,27420,
5022,32315,
5022,38438,
5022,38486,
5022,53874,
5022,83321,
5022,89508,
5022,136741,
5022,136744,
5022,136770,
5022,136909,Necmi
5022,136911,Güdük Necmi/Rehberlik Hocasi
5022,136912,Guduk Necmi
5022,136913,Necmi
5022,136914,Necmi
5022,140592,
5022,163140,
5022,173415,
5022,173855,
5022,182801,
5022,182837,
5022,208252,
5022,238930,
5022,275757,
5022,284810,Ramazan
5022,284811,
5022,285965,
5022,294091,
5022,322548,
5022,322558,
5022,325011,Kulke
5022,325013,Kulke
5022,325350,
5022,370372,
5022,378593,Mustafa 'Mistik'
5023,136909,
5023,182801,
5023,284810,Sitki Pasa
5023,325182,
5023,377492,
5024,143722,
5024,218345,Himself (at the Last Resort)
5024,317192,Trucker Pimp
5025,25984,Adnan
5026,348718,
5027,301209,
5028,304587,Guard
5029,372493,Mansoor
5030,7715,Asfour
5030,8685,
5030,9408,Samir
5030,43083,Bolbol
5030,123266,Gamal
5030,160730,
5030,161453,Wahid
5030,164058,Ahmed
5030,176128,Imam
5030,183969,Wahid
5030,183972,
5030,198624,Wahid
5030,276306,Ahmed Salem
5030,297052,
5030,322692,Mishmish
5030,358086,
5031,163792,Hassan
5031,226670,
5032,138741,
5033,281523,Singing cowhands
5033,315532,Dervish
5034,327368,
5035,27654,The guide
5035,268457,
5036,287254,
5037,221812,
5037,324837,
5038,182761,Man at snack bar
5039,285548,
5039,392548,Mr. Narmen (1989-)
5040,196381,Orchestra (themselves)
5040,398680,Bennet
5041,51126,Nadim
5042,137065,
5043,7715,Mimi Bey
5043,8684,
5043,9408,Amin
5043,31479,
5043,142222,Rifat
5043,152165,
5043,163792,
5043,172638,
5043,198624,
5043,217093,
5043,217207,
5043,225766,
5043,297617,
5043,322692,
5043,358086,
5043,359581,
5043,371905,
5044,6190,
5044,76909,
5044,123923,Adel
5045,5246,
5045,8694,
5045,127031,Hamam
5045,189151,
5045,285538,
5045,285972,
5045,300951,
5045,370252,
5046,137300,Mad man
5047,186738,
5048,28737,
5048,120743,Musicians
5048,123923,George
5048,283865,Themselves
5049,351761,Musician
5050,146360,
5051,139584,
5052,223512,
5052,258813,
5052,280559,Judge Pettersson
5053,209100,Hassan
5054,28708,Town Dog
5054,95205,Creature Sounds #2
5054,158598,
5054,189523,Himself
5054,273507,Additional Voices
5055,308061,
5056,41290,Carlio's Goon
5056,114500,Black Skull Guy
5057,87429,Paul
5058,314731,Himself
5059,215092,
5060,8682,
5060,21752,
5060,175910,Mutmaen Sultan
5060,190864,
5060,285493,Hamed El Mahdi
5060,396594,Hosam
5061,104209,
5062,373801,The director
5063,137300,Jaber
5064,45707,S.A.T. man
5065,346002,
5066,207022,
5067,137952,
5068,187577,
5069,83659,Himself
5069,285120,Himself
5069,346269,Himself (at funeral of Tito)
5070,373630,
5071,25709,
5072,25635,
5073,331427,Deserter leader
5074,226533,
5075,285120,Himself
5076,46877,Kafir Aghani
5077,331427,Deserter #2
5078,333021,Himself
5079,112946,
5080,199150,Himself
5081,202196,Himself (Prince of Saudi Arab
5082,9851,
5082,30539,
5082,155960,
5082,175878,
5082,183073,
5082,189531,
5082,309700,The Mysterious Man
5083,211787,Money Lender
5084,137300,Mohammed
5085,336005,
5086,373530,Ali
5088,137300,Hassan
5089,331427,Bunker #2 Iraqi rifle loader 
5090,25635,
5091,373801,The driver
5092,9408,Roz
5092,10392,
5092,10523,
5092,14451,
5092,126921,
5092,126929,
5092,200746,
5092,209582,
5092,236843,
5092,244021,Osman
5092,284687,
5092,284845,
5092,327132,
5093,152429,General Adnan
5093,282673,Gen. Adnan
5093,318828,General Adnan
5093,320129,General Adnan
5093,344531,Gen. Adnan
5093,368823,Gen. Adnan
5093,380994,Sheik Adnan Al-Kaissie
5093,411546,General Adnan (1990-1991)
5094,296980,Bystander at Metronome
5095,296980,Bystander at Metronome
5096,331427,Oasis bunker Republican Goard
5097,22693,
5098,25489,
5098,27726,
5098,140500,
5099,94025,Headhunter
5100,373530,Essam
5101,186484,
5102,261052,Suspect
5103,261052,
5104,36600,
5105,331427,
5106,373530,Sroor
5107,6417,Cikgu Azmi
5107,17504,Noi
5107,112263,Sentul
5107,184648,
5107,321994,
5108,397784,Interpretor
5109,373530,Adel
5110,388445,Participant (2001)
5111,149740,Himself - Kuwaiti Amb. to U.S
5112,373801,The doctor
5113,115378,Officer Doug Palpatine
5114,373530,Ameen
5115,326741,Vincent
5116,14451,
5116,25997,
5116,28896,
5116,28900,
5116,32462,
5116,33215,Ahmed Yousry
5116,52063,Ghattas
5116,98678,
5116,122716,
5116,126920,
5116,136943,
5116,162235,Minister of Interior
5116,165646,
5116,176170,
5116,202113,
5116,207300,Ibrahim
5116,226185,
5116,234898,Mahmoud Hamdy
5116,270993,Youssef
5116,284693,
5116,297615,
5116,303129,
5116,303350,
5116,324998,
5116,358097,
5117,90920,
5118,207022,
5119,22693,
5120,4521,
5121,373530,Head of TV
5122,331427,Oasis Bunker Troy's interroga
5123,137300,Huda's Father
5124,384201,
5125,917,
5126,917,Himself
5127,373801,Om Abbas
5128,288751,S. 10th Dealer
5129,358502,Himself
5130,402897,
5131,163841,Various characters
5131,163842,Various characters
5131,179462,Himself
5131,237236,Himself
5131,393146,Various characters
5132,341785,Hauhia
5132,375196,Parvez
5133,139587,Himself (interviewee)
5134,10820,Fighter
5134,71702,
5135,927,Himself
5136,4725,Tegmen Arif
5136,25565,
5136,136911,Matkap Emre
5136,174906,
5136,303027,
5136,391178,Sonat
5136,394196,Önder
5136,411705,Mehmet Ali 'Memoli'
5137,180227,
5137,285569,
5137,394196,Ömer
5138,30497,Kiszewski
5138,35003,Pawel
5138,75977,Manager
5138,95949,Wasiak
5138,136370,
5138,186153,
5138,234268,Seweryn Bartold
5138,237836,Artur
5138,247347,Buchman
5138,249885,Wiesiolowski
5138,253197,
5138,311255,
5138,364975,
5138,393473,Zdzislaw Dumowicz
5138,401665,Tadeusz Grzyb (2004-)
5139,91576,Youth
5140,357350,Blagoje Parovic
5140,394813,Potpukovnik Naumovic
5141,344097,
5142,1578,Entraineur Italien
5142,43432,Salvatore Sebella
5142,50950,
5142,67093,Floyd
5142,71338,
5142,79716,Venezuelan Delegate
5142,91135,James
5142,109607,Jimmy the Landlord
5142,110421,Gio Brogianto
5142,117037,Cabbie #1
5142,147607,Alberto Capucci
5142,148384,Larkin
5142,162986,Orderly #2
5142,164839,
5142,208086,Diner Guy/Lizard Man
5142,245050,Motel Keeper
5142,251410,Holbrook
5142,254985,Narrator
5142,257434,Gunther Haller
5142,275630,Custodian
5142,289472,Degenerate Scanners
5142,290861,Lead Roof Cop
5142,301748,Soldier
5142,305916,D.A.
5142,316789,Cop #1
5142,323501,Pizzolo
5142,328272,Passenger
5142,343157,
5142,346327,Ramon/Apache
5142,351526,Joe Spero
5142,359552,Trooper
5142,386295,Pimp
5143,117564,
5143,154823,
5143,384242,Uncle Nunzio
5144,8092,Luther's Trainer
5144,64093,Max Baer's Cornerman
5144,92350,Nick Alachiotis (flashback se
5144,223896,Boston Bruiser
5144,346224,Fortress Security
5145,29569,
5145,71458,
5146,218228,Priest
5147,147186,Farmhand
5148,13857,Gautam Rao
5148,114693,Taxi Driver
5148,281905,Dancer
5149,230754,Fighter
5150,198838,
5151,351494,
5152,79888,
5153,130200,
5154,184369,The Militia
5155,169,
5155,14790,
5155,28323,
5155,90228,
5155,103165,
5155,104154,
5155,124000,Himself
5155,248760,
5155,276565,Joaquín jr.
5155,278429,
5155,295011,
5155,339028,
5155,355760,
5155,355805,
5156,103565,
5157,42222,Fat Kid
5158,85649,Dimitris
5158,178752,
5158,317097,
5158,379361,Orestis Panayotou (2000-2003)
5158,379910,Kostas Klavdianos
5158,395090,Alexis Drakos
5158,402377,
5159,381452,Newsreader (2000-)
5159,405518,Presenter (2002-)
5160,218686,Navigator
5161,295411,Mobster #2
5162,319277,Flossy Potts
5163,90016,Don Carlos
5163,99249,Nemorino
5163,129042,Tenor
5163,130590,Tenor
5163,133467,Nemorino
5163,165297,Himself
5163,169815,Himself/interviewee
5163,196006,Nemorino
5163,196814,Edgard Ravenswood (version 1)
5163,234151,Himself
5163,265675,Tenor
5163,281272,Roméo
5163,281273,Roméo Montague
5163,336375,Mario Cavaradossi
5163,338616,Alfredo Germont
5163,352134,Tenor
5164,361613,Busboy
5165,127104,Punk in Alley
5166,45696,Local man at fire
5166,233503,
5167,45696,Local man at fire
5168,126072,Dark Cowboy
5168,231134,Nick Adolfo
5168,251646,Body Builder
5168,300762,Adalusian Soldier
5168,304913,Bert
5169,78779,Lucky 7 Bouncer
5170,196586,Card Player #2
5171,196586,Card Player #1
5172,263367,Pierre (Peter) Alexander
5173,2173,Richards
5173,13588,Garza
5173,19824,Sandros
5173,20038,Rogor
5173,24967,Lavall
5173,41844,The Dutchman
5173,47542,Joe Clawson
5173,51967,Workman
5173,56142,Curtis Block
5173,68276,Lear Businessman
5173,80584,Embarcadero Bodyguard #2
5173,90508,Det. Petsky
5173,92416,"Preston, the pusher"
5173,111170,Rudy Baralli
5173,139236,Ratan
5173,142716,Sgt. Phil Cohen
5173,144858,Gratzek
5173,175582,Pvt. Bob Butler
5173,185670,Hitchhiker
5173,208022,Devlin
5173,208077,Angie
5173,209132,Guard
5173,226938,Trucker
5173,233690,Clay Allison
5173,245728,Sheriff Walton
5173,259284,Lou Morello
5173,269809,
5173,278579,Jud Everly (trading post owne
5173,281933,
5173,293258,B.G. Ramone
5173,313413,Gul Dukat
5173,324422,Lopez
5173,336458,Everett
5173,363528,Frankie
5173,405882,Virgil Paris (1972-1973)
5173,406407,Gul Dukat
5174,11280,Frankie
5174,32907,
5174,53318,Father Micelli
5174,62053,Greg Minor
5174,67880,Prof. Holden
5174,106765,Himself
5174,112746,Actor in stag film
5174,132558,
5174,135783,
5174,163588,Man at Restaurant
5174,175621,Usher
5174,185073,Mr. Dannenfelser
5174,208054,Frank
5174,221024,Bert
5174,273851,Father Navarra
5174,294795,Mr. Rabino
5174,298108,Baggage Handler
5174,310130,Doctor
5174,382071,Norval Shadrack
5175,336595,First angel
5176,372574,
5177,99249,Dulcamara
5177,163729,Mustafa
5177,196006,Dulcamara
5178,108215,Un fils Follenfant
5178,149322,Mark
5178,207777,
5178,227041,
5178,253571,
5178,268197,Himself
5178,313142,Crail Denning
5178,338032,
5178,365412,Rod Tillman
5178,410976,Host (1965-1967)
5179,148773,Pierre
5179,303503,Alain
5180,57541,Mangini
5181,203603,Dutch Train Conductor
5183,195160,
5183,378731,Le père Étienne
5183,406028,
5184,69158,Himself
5185,59508,Régnier
5185,99205,Various characters
5185,104082,
5186,3395,
5187,300624,Ding
5188,124447,
5189,227818,Kalastaja
5190,221842,
5190,223510,
5191,203886,
5192,51855,Ethiopian Dancer
5193,24275,
5193,27723,
5193,64181,
5193,162816,Member of elderly Greek famil
5193,166502,
5193,175894,
5193,200168,
5193,202127,
5193,228715,
5193,247542,
5193,262835,
5193,268125,
5193,320179,
5193,351130,
5194,151741,Cuban
5195,44389,Fyodor Godunov
5196,203603,Karl Popinga
5197,408704,(Episode 6: The Farmer)
5198,117155,Himself
5199,292233,Bus Extra
5200,232385,Ripper
5201,292233,Bus Extra
5202,165586,
5203,179583,
5204,202052,Albert D'Arnal
5205,87729,Veloso's man
5206,132221,3rd Dead Man
5206,361143,Angelito
5206,379566,Iñigo (1997-2001)
5206,400653,Federico
5206,409960,Javier 'Javi' Luarca
5207,270756,
5208,239708,Gambler
5209,76445,
5211,346670,Hakim Tahiri
5212,342428,
5213,87557,Salvo
5213,211652,
5213,291063,Nino Carabba
5213,315456,
5213,348181,1st Warehouse Man
5214,60691,Himself
5215,31795,Henry
5215,333674,"Chuck Morrison, Henchman"
5216,78223,Daniel Guerra
5216,121864,
5217,234358,Héctor
5217,357189,
5218,387029,Daniel Camarena
5219,52786,Alan
5219,94230,Löveborg's twin
5219,381904,Himself (5th Evicted 2002)
5219,402917,Abel
5219,409908,Isaac
5220,253919,Pirate & Indian & Swing
5221,240029,Asylum Barber
5222,245337,Bob (guard)
5223,200213,Himself (guest magician)
5224,216108,"Tony, the manservant"
5225,240930,Narrator
5226,120540,
5226,382919,Himself
5228,328630,Keller's Friend
5229,50987,
5229,242403,Ethan
5229,270848,John
5229,270874,
5229,270875,
5229,270876,
5229,360723,Member of Jimmy Moore's Band
5230,85997,Guitarist
5231,68288,Roger Craig
5231,123432,Kane
5231,126569,Strobe Walker
5231,204386,Drug Runner
5231,295673,Max
5231,345742,
5233,406702,Additional Voices
5234,33971,Small Boy
5234,105861,Nikita
5234,113986,Max
5234,163522,Will Clemons
5234,215794,Young Scott
5234,292515,Toby Cameron
5234,302130,Junior Lamb
5234,331831,Clay Lowry
5234,346346,Tim Munn
5236,383621,Zequinha
5236,386421,
5237,155902,
5237,257939,George Williams
5237,274051,Major
5239,150609,Jack
5241,296875,Paper Boy
5242,143284,Dale
5244,55444,The pilot
5244,133212,Stunt Car Driver
5244,338858,Driver
5245,154071,Grafitti Artist
5246,208041,Eric Porter
5246,328251,Drug Buyer
5247,74127,Mr. Mipps
5248,220142,Himself
5249,118108,Performer
5250,51989,Politician
5252,37693,
5252,366753,Lutz
5253,296266,Derek
5253,392571,3rd Sergeant
5253,399684,Lt. Robert
5254,300902,Drunk Man
5256,35232,
5257,360470,Neil
5258,218853,Dancer
5258,286228,Dancer
5259,142633,
5260,142633,
5261,268828,
5263,149375,
5263,396432,Himself (1977)
5263,397098,Himself
5263,408115,Himself - Host (1980s)
5263,409146,Himself (1988) (series 2)
5264,68452,Jones
5264,165097,
5264,288465,Demon
5264,394424,Additional Voices
5266,118806,Plebe
5267,9694,Damián
5267,256786,
5268,80781,Racer
5268,337379,Heckler #2
5269,122113,
5270,400678,
5271,4919,Melvin
5271,139967,Witness
5272,305638,Pimp
5273,34055,James Beniker
5274,100954,Teacher in planetarium
5274,304129,Minister
5274,348237,Doctor
5275,273828,Stewart Touraine
5276,175355,
5276,208549,Alberto
5276,213726,
5276,400738,David
5276,404049,Clarence Cristobal
5277,14404,Toucasse
5277,15132,Camille Desmoulins
5277,23630,Aurélien
5277,23771,Pierre
5277,25785,Le ministre
5277,26042,Rataxes (french version)
5277,27914,Le père supérieur
5277,28340,Rodolphe
5277,33543,Valentin Le Barroyer
5277,43754,Alexandre
5277,51067,Stephen Barnes
5277,68412,Le sous-préfet
5277,70589,Le docteur Stirling
5277,77350,Demos
5277,78382,Le client
5277,92680,
5277,115343,Lolotte Charançon
5277,132410,
5277,144498,Paul Fournier
5277,157074,Col. Bourelon
5277,215136,Le docteur Launay
5277,217704,vicomte Hector de Pont-Cassé
5277,268822,le 'Chef de produit'
5277,269136,Jeff
5277,303615,Diderot
5277,309569,Le vice-roi de Naples
5277,319819,Morel
5277,319826,Jérôme
5277,325076,Valère
5277,332847,Maître Hibou (french version)
5277,345548,Henri Castel-Fortin
5277,349378,Émile
5277,353820,
5277,353915,Gardefeu
5277,354911,
5277,377629,Georges
5277,377983,Hubert
5277,384786,Vincent
5277,386101,Albert Laparde
5277,389005,Alphonse
5627,382149,Lewis Barry
5627,383212,
5627,388237,Jeff Wainwright (1986)
5627,392967,Rafe (1998)
5627,395162,Ron Dalrymple
5627,401930,"Bennett Devlin (1997-1998, 19"
5627,402006,Mr. Collins
5627,411682,Quisto Champion
5628,34241,
5628,58656,"Peter Taugwalder, Jr., guide"
5628,189736,
5628,273669,John Haskell
5628,290685,
5628,352390,Holzfäller (woodcutter)
5629,28318,En krovert
5630,120170,
5630,122543,2. Kneipengast
5630,259489,
5630,312640,
5630,314716,
5631,283530,Caesar (the horse)
5632,343776,
5633,235826,
5634,311317,Himself
5635,156729,
5636,101175,Directeur du collège
5637,354189,Bouncer
5638,232117,Park Ranger
5638,405036,Thomson
5639,232117,Park Ranger
5640,223871,Young Memo
5641,43615,Congas
5642,140993,Maniac
5643,227521,Jégtáncos
5643,402164,
