query_table,query_column,query_value,candidate_table,candidate_column,candidate_value
election_left,title,"gujarat legislative assembly election, 2007",election_right,title,"gujarat legislative assembly election, 2007"
election_left,title,"madras presidency legislative assembly election, 1946",election_right,title,"madras presidency legislative assembly election, 1946"
election_left,title,"minnesota secretary of state election, 2010",election_right,title,"minnesota secretary of state election, 2010"
election_left,title,"kerala state legislative assembly election, 2006",election_right,title,"kerala legislative assembly election, 2006"
case_left,title,forest grove school district v. t. a.,unitofwork_right,title,forest grove school district v. t.a.
election_left,title,"philippine local election, 1899",election_right,title,"philippine local elections, 1899"
case_left,title,"goodyear dunlop tires operations, s. a. v. brown",unitofwork_right,title,"goodyear dunlop tires operations, s.a. v. brown"
election_left,title,"washington state senate elections, 2008",election_right,title,"washington state senate election, 2008"
case_left,title,"baldwin v. g. a. f. seelig, inc.",unitofwork_right,title,"baldwin v. g.a.f. seelig, inc."
election_left,title,"california state senate elections, 2008",election_right,title,"california state senate election, 2008"
case_left,title,florida v. j. l.,unitofwork_right,title,florida v. j.l.
election_left,title,"washington state senate elections, 2014",election_right,title,"washington state senate election, 2014"
case_left,title,ex parte bain,unitofwork_right,title,ex parte bain
election_left,title,"california state senate elections, 1994",election_right,title,"california state senate election, 1994"
case_left,title,"ransom v. fia card services, n. a.",unitofwork_right,title,"ransom v. fia card services, n.a."
election_left,title,"minnesota house of representatives elections, 2010",election_right,title,"minnesota house of representatives election, 2010"
election_left,title,"california state assembly elections, 2012",election_right,title,"california state assembly election, 2012"
case_left,title,pacific gas & electric co. v. state energy resources conservation and development commission,unitofwork_right,title,pacific gas & electric co. v. state energy resources conservation & development commission
election_left,title,"united states senate election in pennsylvania, 1922",election_right,title,"united states senate elections in pennsylvania, 1922"
case_left,title,baldwin v. fish and game commission of montana,unitofwork_right,title,baldwin v. fish & game commission of montana
election_left,title,"north carolina lieutenant gubernatorial election, 2004",election_right,title,"north carolina lieutenant governor election, 2004"
case_left,title,"hurley v. irish-american gay, lesbian, and bisexual group of boston",unitofwork_right,title,"hurley v. irish-american gay, lesbian, & bisexual group of boston"
election_left,title,"scottish local regional elections, 1982",election_right,title,"scottish regional elections, 1982"
case_left,title,"pfizer, inc. v. government of india",unitofwork_right,title,pfizer inc. v. government of india
election_left,title,"english general election, 1679 (march)",election_right,title,"english general election, march 1679"
case_left,title,capitol square review and advisory board v. pinette,unitofwork_right,title,capitol square review & advisory board v. pinette
election_left,title,"scottish parliament general election, 2011",election_right,title,"scottish parliament election, 2011"
case_left,title,"wabash, st. louis & pacific railway company v. illinois",unitofwork_right,title,"wabash, st. louis & pacific railway co. v. illinois"
election_left,title,"iraqi kurdistan legislative election, 1992",election_right,title,"iraqi kurdistan parliamentary election, 1992"
case_left,title,federal power commission v. sierra pacific power company,unitofwork_right,title,federal power commission v. sierra pacific power co.
election_left,title,"cambodian parliamentary election, 2008",election_right,title,"cambodian general election, 2008"
case_left,title,northern insurance company of new york v. chatham county,unitofwork_right,title,northern insurance co. of new york v. chatham county
election_left,title,"northern ireland local elections, 1985",election_right,title,"northern ireland local government elections, 1985"
case_left,title,national railroad passenger corporation v. boston & maine corp.,unitofwork_right,title,national railroad passenger corp. v. boston & maine corp.
election_left,title,"islington council election, 2002",election_right,title,"islington london borough council election, 2002"
case_left,title,united states v. utah construction & mining company,unitofwork_right,title,united states v. utah construction & mining co.
election_left,title,"ninawa governorate council election, 2005",election_right,title,"ninawa governorate election, 2005"
case_left,title,"joseph burstyn, inc v. wilson",unitofwork_right,title,"joseph burstyn, inc. v. wilson"
election_left,title,"bahraini parliamentary election, 2006",election_right,title,"bahraini general election, 2006"
case_left,title,mutual film corporation v. industrial commission of ohio,unitofwork_right,title,mutual film corp. v. industrial commission of ohio
election_left,title,"republican party (united states) presidential primaries, 1912",election_right,title,"republican party presidential primaries, 1912"
case_left,title,oregon dept. of fish and wildlife v. klamath indian tribe,unitofwork_right,title,oregon department of fish & wildlife v. klamath indian tribe
election_left,title,"cambodian parliamentary election, 1958",election_right,title,"cambodian general election, 1958"
case_left,title,united states v. cleveland indians baseball company,unitofwork_right,title,united states v. cleveland indians baseball co.
election_left,title,"liechtenstein parliamentary election, 2009",election_right,title,"liechtenstein general election, 2009"
case_left,title,city of walla walla v. walla walla water company,unitofwork_right,title,city of walla walla v. walla walla water co.
election_left,title,"moroccan parliamentary election, 2011",election_right,title,"moroccan general election, 2011"
case_left,title,meadwestvaco corp. v. illinois dept. of revenue,unitofwork_right,title,meadwestvaco corp. v. illinois department of revenue
election_left,title,"republican party (united states) presidential primaries, 1940",election_right,title,"republican party presidential primaries, 1940"
case_left,title,southern pacific company v. arizona,unitofwork_right,title,southern pacific company v. state of arizona
election_left,title,"greenlandic parliamentary election, 2013",election_right,title,"greenlandic general election, 2013"
case_left,title,edmonson v. leesville concrete company,unitofwork_right,title,edmonson v. leesville concrete co.
election_left,title,"liechtenstein parliamentary election, 2013",election_right,title,"liechtenstein general election, 2013"
case_left,title,baylis v. travelers' insurance company,unitofwork_right,title,baylis v. travelers' insurance co.
election_left,title,"faroese parliamentary election, 2011",election_right,title,"faroese general election, 2011"
case_left,title,simon & schuster v. crime victims board,unitofwork_right,title,"simon & schuster, inc. v. crime victims board"
election_left,title,"danish parliamentary election, 1979",election_right,title,"danish general election, 1979"
case_left,title,beech aircraft corporation v. rainey,unitofwork_right,title,beech aircraft corp. v. rainey
election_left,title,"sheffield council election, 2006",election_right,title,"sheffield city council election, 2006"
case_left,title,stoneridge investment partners v. scientific-atlanta,unitofwork_right,title,"stoneridge investment partners v. scientific-atlanta, inc."
election_left,title,"belgian federal election, 1999",election_right,title,"belgian general election, 1999"
case_left,title,carter v. carter coal company,unitofwork_right,title,carter v. carter coal co.
election_left,title,"lambeth council election, 2006",election_right,title,"lambeth london borough council election, 2006"
case_left,title,fox film corporation v. muller,unitofwork_right,title,fox film corp. v. muller
election_left,title,"brazilian parliamentary election, 2010",election_right,title,"brazilian legislative election, 2010"
case_left,title,connecticut general life insurance company v. johnson,unitofwork_right,title,connecticut general life insurance co. v. johnson
election_left,title,"indian general election in tamil nadu, 1977",election_right,title,"indian general election, 1977 (tamil nadu)"
case_left,title,santa clara county v. southern pacific railroad,unitofwork_right,title,santa clara county v. southern pacific railroad co.
election_left,title,"indian general election in haryana, 1999",election_right,title,"indian general election, 1999 (haryana)"
case_left,title,"california retail liquor dealers association v. midcal aluminum, inc.",unitofwork_right,title,"california retail liquor dealers ass'n v. midcal aluminum, inc."
election_left,title,"indian general election in haryana, 1998",election_right,title,"indian general election, 1998 (haryana)"
case_left,title,norton v. s. utah wilderness alliance,unitofwork_right,title,norton v. southern utah wilderness alliance
election_left,title,"indian general election in tamil nadu, 1980",election_right,title,"indian general election, 1980 (tamil nadu)"
case_left,title,anza v. ideal steel supply corporation,unitofwork_right,title,anza v. ideal steel supply corp.
election_left,title,"agriculture commissioner of florida general election, 1994",election_right,title,"florida commissioner of agriculture election, 1994"
case_left,title,philip morris usa v. williams,unitofwork_right,title,philip morris usa inc. v. williams
case_left,title,"verizon communications v. law offices of curtis v. trinko, llp",unitofwork_right,title,"verizon communications inc. v. law offices of curtis v. trinko, llp"
case_left,title,rowan v. u.s. post office dept.,unitofwork_right,title,rowan v. united states post office department
case_left,title,united states v. thompson-center arms company,unitofwork_right,title,united states v. thompson-center arms co.
case_left,title,weyerhaeuser company v. ross-simmons hardwood lumber company,unitofwork_right,title,weyerhaeuser co. v. ross-simmons hardwood lumber co.
case_left,title,addyston pipe and steel company v. united states,unitofwork_right,title,addyston pipe & steel co. v. united states
case_left,title,"cooper industries v. leatherman tool group, inc.",unitofwork_right,title,"cooper industries, inc. v. leatherman tool group, inc."
case_left,title,taylor v. standard gas and electric company,unitofwork_right,title,taylor v. standard gas & electric co.
case_left,title,north american cold storage co. v. chicago,unitofwork_right,title,north american cold storage co. v. city of chicago
case_left,title,pacific gas & electric v. public utilities commission,unitofwork_right,title,pacific gas & electric co. v. public utilities commission
case_left,title,northern pipeline construction company v. marathon pipe line company,unitofwork_right,title,northern pipeline construction co. v. marathon pipe line co.
case_left,title,department of the interior v. klamath water users protective association,unitofwork_right,title,department of interior v. klamath water users protective assn.
case_left,title,"sinochem international co., ltd. v. malaysia international shipping corporation",unitofwork_right,title,sinochem international co. v. malaysia international shipping corp.
case_left,title,thor power tool company v. commissioner,unitofwork_right,title,thor power tool co. v. commissioner
case_left,title,american insurance company v. 356 bales of cotton,unitofwork_right,title,american insurance co. v. 356 bales of cotton
christianbishop_left,title,mark davies (bishop of shrewsbury),christianbishop_right,title,mark davies (bishop of shrewsbury)
christianbishop_left,title,norberto do amaral,christianbishop_right,title,norberto do amaral
christianbishop_left,title,beonna (bishop of hereford),christianbishop_right,title,beonna (bishop of hereford)
christianbishop_left,title,herbert jones (bishop of warrington),christianbishop_right,title,herbert jones (bishop of warrington)
christianbishop_left,title,mark davies (bishop of middleton),christianbishop_right,title,mark davies (bishop of middleton)
christianbishop_left,title,wulfsige (bishop of lichfield),christianbishop_right,title,wulfsige (bishop of lichfield)
christianbishop_left,title,george murray (bishop of rochester),christianbishop_right,title,george murray (bishop of rochester)
christianbishop_left,title,kenneth mackenzie (bishop of argyll and the isles),christianbishop_right,title,kenneth mackenzie (bishop of argyll and the isles)
christianbishop_left,title,siward (bishop of rochester),christianbishop_right,title,siward (bishop of rochester)
christianbishop_left,title,aeneas chisholm (bishop of aberdeen),christianbishop_right,title,aeneas chisholm (bishop of aberdeen)
christianbishop_left,title,ceolmund (bishop of hereford),christianbishop_right,title,ceolmund (bishop of hereford)
christianbishop_left,title,kenneth mackenzie (bishop of brechin),christianbishop_right,title,kenneth mackenzie (bishop of brechin)
christianbishop_left,title,thomas (12th-century bishop),christianbishop_right,title,thomas (12th century bishop)
christianbishop_left,title,mathias bonsak krogh,christianbishop_right,title,mathias bonsach krogh
christianbishop_left,title,charles michael baggs,christianbishop_right,title,charles baggs
christianbishop_left,title,cyril mar baselios,christianbishop_right,title,cyril baselios
christianbishop_left,title,robert joseph kurtz,christianbishop_right,title,robert kurtz
christianbishop_left,title,socrates b. villegas,christianbishop_right,title,socrates villegas
christianbishop_left,title,edward russell gaines,christianbishop_right,title,edward gaines
christianbishop_left,title,george edward haynsworth,christianbishop_right,title,g. edward haynsworth
christianbishop_left,title,john peter jukes,christianbishop_right,title,john jukes
christianbishop_left,title,tod brown,christianbishop_right,title,tod david brown
christianbishop_left,title,yuhanon mor philexinos,christianbishop_right,title,yuhanon mor philoxenos
christianbishop_left,title,patriarch joachim iii of constantinople,christianbishop_right,title,joachim iii of constantinople
christianbishop_left,title,kevin vann,christianbishop_right,title,kevin william vann
christianbishop_left,title,claude frikart,christianbishop_right,title,claude henri edouard frikart
christianbishop_left,title,patriarch timothy ii of constantinople,christianbishop_right,title,timothy ii of constantinople
christianbishop_left,title,john h. hobart,christianbishop_right,title,john henry hobart
christianbishop_left,title,harold de soysa,christianbishop_right,title,harold de soyza
christianbishop_left,title,frank t. griswold,christianbishop_right,title,frank griswold
christianbishop_left,title,patriarch maximus iv of constantinople,christianbishop_right,title,maximus iv of constantinople
christianbishop_left,title,patriarch dionysius ii of constantinople,christianbishop_right,title,dionysius ii of constantinople
christianbishop_left,title,patriarch michael ii of antioch,christianbishop_right,title,michael ii of antioch
christianbishop_left,title,jerome (shaw),christianbishop_right,title,jerome shaw
christianbishop_left,title,patriarch dionysius i of constantinople,christianbishop_right,title,dionysius i of constantinople
christianbishop_left,title,patriarch joannicius i of constantinople,christianbishop_right,title,joannicius i of constantinople
christianbishop_left,title,patriarch parthenius iii of constantinople,christianbishop_right,title,parthenius iii of constantinople
christianbishop_left,title,ray r. sutton,christianbishop_right,title,ray sutton
christianbishop_left,title,patriarch sophronius i of constantinople,christianbishop_right,title,sophronius i of constantinople
christianbishop_left,title,patriarch neophytus vi of constantinople,christianbishop_right,title,neophytus vi of constantinople
christianbishop_left,title,jonah (paffhausen),christianbishop_right,title,jonah paffhausen
christianbishop_left,title,william daniel (bishop),christianbishop_right,title,william daniel (archbishop)
christianbishop_left,title,dom ambrose agius,christianbishop_right,title,ambrose agius
christianbishop_left,title,maurice gaidon,christianbishop_right,title,maurice-adolphe gaidon
tennistournament_left,title,2011 aegon classic,tournament_right,title,2011 aegon classic
tennistournament_left,title,2012 aegon pro-series loughborough,tournament_right,title,2012 aegon pro-series loughborough
tennistournament_left,title,2012 aegon championships,tournament_right,title,2012 aegon championships
tennistournament_left,title,2011 aegon championships,tournament_right,title,2011 aegon championships
tennistournament_left,title,1998 bell challenge,tournament_right,title,1998 challenge bell
tennistournament_left,title,1996 bell challenge,tournament_right,title,1996 challenge bell
tennistournament_left,title,1997 bell challenge,tournament_right,title,1997 challenge bell
tennistournament_left,title,2012 bell challenge,tournament_right,title,2012 challenge bell
tennistournament_left,title,2010 commonwealth bank tournament of champions,tournament_right,title,commonwealth bank tournament of champions
tennistournament_left,title,2012 hansol korea open,tournament_right,title,2012 korea open
tennistournament_left,title,2009 bell challenge,tournament_right,title,2009 challenge bell
tennistournament_left,title,2008 bell challenge,tournament_right,title,2008 challenge bell
tennistournament_left,title,2010 bell challenge,tournament_right,title,2010 challenge bell
tennistournament_left,title,2011 bell challenge,tournament_right,title,2011 challenge bell
tennistournament_left,title,2011 mercedescup,tournament_right,title,mercedescup
tennistournament_left,title,2006 regions morgan keegan championships and the cellular south cup,tournament_right,title,regions morgan keegan championships and the cellular south cup
tennistournament_left,title,2000 tennis masters cup,tournament_right,title,2000 tennis masters cup and atp tour world championships
tennistournament_left,title,2010 tennislife cup,tournament_right,title,2010 blu-express.com tennis cup
tennistournament_left,title,2010 international german open,tournament_right,title,german open (wta)
tennistournament_left,title,2012 proton malaysian open,tournament_right,title,"malaysian open, kuala lumpur (tennis)"
tennistournament_left,title,2011 mubadala world tennis championship (december),tournament_right,title,world tennis championship
tennistournament_left,title,2012 chang-sat bangkok open,tournament_right,title,ptt thailand open (atp)
tennistournament_left,title,2010 odlum brown vancouver open,tournament_right,title,greater vancouver open
footballleagueseason_left,title,1968 calgary stampeders season,nationalfootballleagueseason_left,title,1968 calgary stampeders season
footballleagueseason_left,title,1967 oakland raiders season,nationalfootballleagueseason_left,title,1967 oakland raiders season
footballleagueseason_left,title,1990 pittsburgh steelers season,nationalfootballleagueseason_left,title,1990 pittsburgh steelers season
footballleagueseason_left,title,2013 buffalo bills season,nationalfootballleagueseason_left,title,2013 buffalo bills season
footballleagueseason_left,title,1992 seattle seahawks season,nationalfootballleagueseason_left,title,1992 seattle seahawks season
footballleagueseason_left,title,1986 dallas cowboys season,nationalfootballleagueseason_left,title,1986 dallas cowboys season
footballleagueseason_left,title,2013 chicago rush season,nationalfootballleagueseason_left,title,2013 chicago rush season
footballleagueseason_left,title,2003 dallas cowboys season,nationalfootballleagueseason_left,title,2003 dallas cowboys season
footballleagueseason_left,title,2013 tampa bay buccaneers season,nationalfootballleagueseason_left,title,2013 tampa bay buccaneers season
footballleagueseason_left,title,1967 calgary stampeders season,nationalfootballleagueseason_left,title,1967 calgary stampeders season
footballleagueseason_left,title,1897 latrobe athletic association season,nationalfootballleagueseason_left,title,1897 latrobe athletic association season
footballleagueseason_left,title,2003 minnesota vikings season,nationalfootballleagueseason_left,title,2003 minnesota vikings season
footballleagueseason_left,title,1978 pittsburgh steelers season,nationalfootballleagueseason_left,title,1978 pittsburgh steelers season
footballleagueseason_left,title,1985 detroit lions season,nationalfootballleagueseason_left,title,1985 detroit lions season
footballleagueseason_left,title,1985 atlanta falcons season,nationalfootballleagueseason_left,title,1985 atlanta falcons season
footballleagueseason_left,title,1972 detroit lions season,nationalfootballleagueseason_left,title,1972 detroit lions season
footballleagueseason_left,title,1975 detroit lions season,nationalfootballleagueseason_left,title,1975 detroit lions season
footballleagueseason_left,title,1975 cleveland browns season,nationalfootballleagueseason_left,title,1975 cleveland browns season
footballleagueseason_left,title,1962 dallas texans season,nationalfootballleagueseason_left,title,1962 dallas texans season
footballleagueseason_left,title,2012 toronto argonauts season,nationalfootballleagueseason_left,title,2012 toronto argonauts season
footballleagueseason_left,title,2007 cincinnati bengals season,nationalfootballleagueseason_left,title,2007 cincinnati bengals season
footballleagueseason_left,title,1985 chicago bears season,nationalfootballleagueseason_left,title,1985 chicago bears season
footballleagueseason_left,title,2004 new england patriots season,nationalfootballleagueseason_left,title,2004 new england patriots season
footballleagueseason_left,title,1941 toronto argonauts season,nationalfootballleagueseason_left,title,1941 toronto argonauts season
footballleagueseason_left,title,1983 pittsburgh steelers season,nationalfootballleagueseason_left,title,1983 pittsburgh steelers season
footballleagueseason_left,title,1992 calgary stampeders season,nationalfootballleagueseason_left,title,1992 calgary stampeders season
footballleagueseason_left,title,2006 montreal alouettes season,nationalfootballleagueseason_left,title,2006 montreal alouettes season
footballleagueseason_left,title,2004 cologne centurions season,nationalfootballleagueseason_left,title,2004 cologne centurions season
footballleagueseason_left,title,2008 baltimore ravens season,nationalfootballleagueseason_left,title,2008 baltimore ravens season
footballleagueseason_left,title,1926 providence steam roller season,nationalfootballleagueseason_left,title,1926 providence steam roller season
footballleagueseason_left,title,1955 pittsburgh steelers season,nationalfootballleagueseason_left,title,1955 pittsburgh steelers season
footballleagueseason_left,title,2005 toronto argonauts season,nationalfootballleagueseason_left,title,2005 toronto argonauts season
footballleagueseason_left,title,1936 detroit lions season,nationalfootballleagueseason_left,title,1936 detroit lions season
footballleagueseason_left,title,2007 marion mayhem season,nationalfootballleagueseason_left,title,2007 marion mayhem season
footballleagueseason_left,title,1987 detroit lions season,nationalfootballleagueseason_left,title,1987 detroit lions season
footballleagueseason_left,title,2005 seattle seahawks season,nationalfootballleagueseason_left,title,2005 seattle seahawks season
footballleagueseason_left,title,2006 green bay packers season,nationalfootballleagueseason_left,title,2006 green bay packers season
footballleagueseason_left,title,1988 detroit drive season,nationalfootballleagueseason_left,title,1988 detroit drive season
footballleagueseason_left,title,2004 toronto argonauts season,nationalfootballleagueseason_left,title,2004 toronto argonauts season
footballleagueseason_left,title,1979 cleveland browns season,nationalfootballleagueseason_left,title,1979 cleveland browns season
footballleagueseason_left,title,1956 detroit lions season,nationalfootballleagueseason_left,title,1956 detroit lions season
footballleagueseason_left,title,1986 toronto argonauts season,nationalfootballleagueseason_left,title,1986 toronto argonauts season
footballleagueseason_left,title,1965 los angeles rams season,nationalfootballleagueseason_left,title,1965 los angeles rams season
footballleagueseason_left,title,2011 pittsburgh power season,nationalfootballleagueseason_left,title,2011 pittsburgh power season
footballleagueseason_left,title,2013 cincinnati bengals season,nationalfootballleagueseason_left,title,2013 cincinnati bengals season
footballleagueseason_left,title,1895 latrobe athletic association season,nationalfootballleagueseason_left,title,1895 latrobe athletic association season
footballleagueseason_left,title,2009 tennessee titans season,nationalfootballleagueseason_left,title,2009 tennessee titans season
footballleagueseason_left,title,2003 toronto argonauts season,nationalfootballleagueseason_left,title,2003 toronto argonauts season
footballleagueseason_left,title,1965 washington redskins season,nationalfootballleagueseason_left,title,1965 washington redskins season
footballleagueseason_left,title,2007 arizona rattlers season,nationalfootballleagueseason_left,title,2007 arizona rattlers season
footballmatch_left,title,1992 copa libertadores finals,soccertournament_left,title,1992 copa libertadores
footballmatch_left,title,2004 copa libertadores finals,soccertournament_left,title,2004 copa libertadores
footballmatch_left,title,2005 copa libertadores finals,soccertournament_left,title,2005 copa libertadores
footballmatch_left,title,2008 lamar hunt u.s. open cup final,soccertournament_left,title,2008 lamar hunt u.s. open cup
footballmatch_left,title,2010 uefa futsal championship final,soccertournament_left,title,2010 uefa futsal championship
footballmatch_left,title,2003 copa sudamericana finals,soccertournament_left,title,2003 copa sudamericana
footballmatch_left,title,2008 copa sudamericana finals,soccertournament_left,title,2008 copa sudamericana
footballmatch_left,title,2011 uefa european under-21 football championship final,soccertournament_left,title,2011 uefa european under-21 football championship
footballmatch_left,title,2012 copa sudamericana finals,soccertournament_left,title,2012 copa sudamericana
footballmatch_left,title,2013 concacaf gold cup final,soccertournament_left,title,2013 concacaf gold cup
footballmatch_left,title,uefa euro 1992 final,soccertournament_left,title,uefa euro 1992
footballmatch_left,title,2011 fifa beach soccer world cup final,soccertournament_left,title,2011 fifa beach soccer world cup
footballmatch_left,title,2003 fifa confederations cup final,soccertournament_left,title,2003 fifa confederations cup
footballmatch_left,title,2009 fifa beach soccer world cup final,soccertournament_left,title,2009 fifa beach soccer world cup
footballmatch_left,title,uefa euro 1980 final,soccertournament_left,title,uefa euro 1980
footballmatch_left,title,1991 fifa women's world cup final,soccertournament_left,title,1991 fifa women's world cup
footballmatch_left,title,uefa euro 1988 final,soccertournament_left,title,uefa euro 1988
footballmatch_left,title,1974 fifa world cup final,soccertournament_left,title,1974 fifa world cup
footballmatch_left,title,2007 fifa beach soccer world cup final,soccertournament_left,title,2007 fifa beach soccer world cup
footballmatch_left,title,2002 fifa world cup final,soccertournament_left,title,2002 fifa world cup
footballmatch_left,title,1954 fifa world cup final,soccertournament_left,title,1954 fifa world cup
footballmatch_left,title,1990 fifa world cup final,soccertournament_left,title,1990 fifa world cup
footballmatch_left,title,2003 fifa women's world cup final,soccertournament_left,title,2003 fifa women's world cup
footballmatch_left,title,2012 fifa club world cup final,soccertournament_left,title,2012 fifa club world cup
footballmatch_left,title,1966 fifa world cup final,soccertournament_left,title,1966 fifa world cup
footballmatch_left,title,1994 fifa world cup final,soccertournament_left,title,1994 fifa world cup
footballmatch_left,title,1982 fifa world cup final,soccertournament_left,title,1982 fifa world cup
footballmatch_left,title,1962 fifa world cup final,soccertournament_left,title,1962 fifa world cup
footballmatch_left,title,2011 fifa women's world cup final,soccertournament_left,title,2011 fifa women's world cup
footballmatch_left,title,2010 fifa club world cup final,soccertournament_left,title,2010 fifa club world cup
footballmatch_left,title,1986 fifa world cup final,soccertournament_left,title,1986 fifa world cup
footballmatch_left,title,uefa euro 2012 final,soccertournament_left,title,uefa euro 2012
footballmatch_left,title,2006 fifa club world cup final,soccertournament_left,title,2006 fifa club world cup
footballmatch_left,title,2014 fifa world cup final,soccertournament_left,title,2014 fifa world cup
artwork_left,title,on the wallaby track,artwork_right,title,on the wallaby track
artwork_left,title,in the loge,artwork_right,title,in the loge
artwork_left,title,madonna and child playing with the veil,artwork_right,title,madonna and child playing with the veil
artwork_left,title,"sundial, boy with spider",artwork_right,title,"sundial, boy with spider"
artwork_left,title,st. peter's baldachin,artwork_right,title,st. peter's baldachin
artwork_left,title,walking on a mountain path in spring,artwork_right,title,walking on a mountain path in spring
artwork_left,title,the great day of girona,artwork_right,title,the great day of girona
artwork_left,title,prince balthasar charles with a dwarf,artwork_right,title,prince balthasar charles with a dwarf
artwork_left,title,death of sardanapalus,artwork_right,title,the death of sardanapalus
artwork_left,title,farmhouse among trees,artwork_right,title,farmhouses among trees
artwork_left,title,the crucifixion with the virgin and st john (ter brugghen),artwork_right,title,the crucifixion with the virgin and st john (hendrick ter brugghen)
artwork_left,title,the falconer sculpture,artwork_right,title,the falconer (sculpture)
artwork_left,title,portrait of a young woman of frankfurt (botticelli),artwork_right,title,"portrait of a young woman (botticelli, frankfurt)"
artwork_left,title,st. sebastian (bernini),artwork_right,title,saint sebastian (bernini)
artwork_left,title,st bibiana (bernini),artwork_right,title,saint bibiana (bernini)
artwork_left,title,ustyug annunciation,artwork_right,title,annunciation of ustyug
artwork_left,title,october 26 1993,artwork_right,title,26 october 1993
artwork_left,title,aristotle contemplating a bust of homer,artwork_right,title,aristotle with a bust of homer
artwork_left,title,queen califia's magical circle,artwork_right,title,queen califias magic circle
artwork_left,title,the bohemian (bouguereau painting),artwork_right,title,the bohemian (bouguereau)
artwork_left,title,"statue of george iv, trafalgar square",artwork_right,title,"equestrian statue of george iv, trafalgar square"
artwork_left,title,stigmata of st. francis (giotto),artwork_right,title,saint francis receiving the stigmata (giotto)
artwork_left,title,guernica (painting),artwork_right,title,guernica (picasso)
artwork_left,title,drunkenness of noah (bellini),artwork_right,title,drunkenness of noah
artwork_left,title,salvator mundi (leonardo),artwork_right,title,salvator mundi (leonardo da vinci)
artwork_left,title,bust of thomas baker (bernini),artwork_right,title,bust of thomas baker
artwork_left,title,captain nathan hale (statue),artwork_right,title,captain nathan hale
artwork_left,title,st. jerome in the wilderness,artwork_right,title,st. jerome in the wilderness (leonardo)
artwork_left,title,madonna of the book (botticelli),artwork_right,title,madonna of the book
artwork_left,title,saint peter and saint paul,artwork_right,title,saint peter and saint paul (el greco)
artwork_left,title,garden at sainte-adresse (monet),artwork_right,title,garden at sainte-adresse
artwork_left,title,the 28th regiment at quatre bras,artwork_right,title,28th regiment at quatre bras (painting)
artwork_left,title,sumbanese woman's ceremonial skirt,artwork_right,title,sumbanese woman's ceremonial skirt (indianapolis museum of art)
artwork_left,title,portrait of bindo altoviti (raphael),artwork_right,title,portrait of bindo altoviti
artwork_left,title,the art of painting,artwork_right,title,the art of painting (vermeer)
artwork_left,title,adele bloch-bauer ii,artwork_right,title,portrait of adele bloch-bauer ii
artwork_left,title,cafe gurzuf (painting),artwork_right,title,cafe gurzuf
artwork_left,title,manfred on the jungfrau (1837),artwork_right,title,manfred on the jungfrau (martin)
artwork_left,title,wall street (1915 photograph),artwork_right,title,wall street (photograph)
artwork_left,title,the painter's studio,artwork_right,title,the artist's studio
artwork_left,title,the needlewoman,artwork_right,title,the needlewoman (painting)
artwork_left,title,middlebury to her soldiers (sculpture),artwork_right,title,middlebury to her soldiers
rugbyleague_left,title,all stars match,rugbyleague_right,title,all stars match
rugbyleague_left,title,tongan national rugby league,rugbyleague_right,title,tonga national rugby league
rugbyleague_left,title,all-japan university rugby championship,rugbyleague_right,title,all japan university rugby championship
rugbyleague_left,title,london and south east merit league,rugbyleague_right,title,"london, south and east merit league"
rugbyleague_left,title,nations cup (women's rugby union),rugbyleague_right,title,women's nations cup (rugby union)
rugbyleague_left,title,saint patrick's day test,rugbyleague_right,title,st. patrick's day test
rugbyleague_left,title,ron coote cup,rugbyleague_right,title,the ron coote cup
rugbyleague_left,title,rugby ekstraliga,rugbyleague_right,title,ekstraliga (rugby)
rugbyleague_left,title,pacific rugby cup,rugbyleague_right,title,world rugby pacific nations cup
rugbyleague_left,title,south american women's sevens championship,rugbyleague_right,title,south american women's sevens
rugbyleague_left,title,irb pacific nations cup,rugbyleague_right,title,pacific nations cup
rugbyleague_left,title,south premier (rugby league),rugbyleague_right,title,rugby league conference south premier
rugbyleague_left,title,rugby league charity shield (australia),rugbyleague_right,title,charity shield (nrl)
rugbyleague_left,title,african women's sevens,rugbyleague_right,title,african women's sevens championship
rugbyleague_left,title,north east rugby league,rugbyleague_right,title,north east rugby league premier division
rugbyleague_left,title,pro 12,rugbyleague_right,title,pro12
rugbyleague_left,title,pacific women's sevens championship,rugbyleague_right,title,oceania women's sevens championship
rugbyleague_left,title,rugby league asian cup,rugbyleague_right,title,asian rugby championship
rugbyleague_left,title,scottish national league (rugby union),rugbyleague_right,title,scottish premiership (rugby)
rugbyleague_left,title,rugby league european cup,rugbyleague_right,title,rugby league european championship c
rugbyleague_left,title,tom richards trophy,rugbyleague_right,title,tom richards cup
rugbyleague_left,title,asian women's sevens,rugbyleague_right,title,asian women's sevens championship
rugbyleague_left,title,irb sevens world series,rugbyleague_right,title,sevens world series
rugbyleague_left,title,irb junior world rugby trophy,rugbyleague_right,title,world rugby under 20 trophy
rugbyleague_left,title,caledonia regional league (rugby union),rugbyleague_right,title,caledonia regional league
rugbyleague_left,title,irb women's sevens world series,rugbyleague_right,title,world rugby women's sevens series
rugbyleague_left,title,colonial cup (rugby league),rugbyleague_right,title,colonial cup
rugbyleague_left,title,new south wales rugby league premiership,rugbyleague_right,title,intrust super premiership nsw
christianbishop_left,title,alexandru mesian,givenname_right,title,alexandru
christianbishop_left,title,stanley eley,givenname_right,title,stanley (name)
